iIdx,jIdx,sim
734,14931,0.997717
734,11807,0.997657
734,7445,0.997541
9077,13816,1.000000
9077,14253,0.997137
9077,13081,0.994457
9077,11206,0.992273
9077,11875,0.990079
9077,10340,0.989823
9077,11880,0.984647
9077,15417,0.974691
9077,11070,0.973048
9077,9626,0.963053
9077,14827,0.947994
9077,11081,0.934393
9077,11053,0.922243
9077,10074,0.919095
9077,9265,0.905994
9077,9586,0.901051
9077,10053,0.895493
9077,9264,0.881917
9077,9667,0.866477
9077,9822,0.861640
9835,11785,0.997782
9835,10322,0.997347
9835,10495,0.995305
9835,10392,0.994362
9835,10154,0.993910
9835,10039,0.992304
9835,10284,0.990477
9835,14977,0.986711
9835,12391,0.986674
9835,9970,0.985318
9835,11982,0.984199
9835,11023,0.975744
9835,14972,0.951384
9835,10369,0.921864
8128,13289,0.999646
8128,12782,0.999497
8128,8898,0.996802
8128,8348,0.996489
8128,9324,0.996166
8128,16463,0.992001
8128,8233,0.989694
8128,8313,0.988733
8128,8886,0.987445
8128,13678,0.987425
8128,9666,0.987014
8128,8542,0.984827
8128,12340,0.979466
8128,8157,0.979466
8128,11280,0.977628
8128,9586,0.977170
8128,8887,0.968543
8128,11188,0.967447
8128,8187,0.967049
8128,9244,0.964271
9953,12512,0.998404
9953,11018,0.997347
9953,15300,0.979643
7049,7507,0.998210
7049,7066,0.994475
5760,14977,1.000000
5760,7303,0.999767
5760,13110,0.999484
5760,14368,0.999165
5760,6997,0.997940
5760,12350,0.997540
5760,6257,0.997347
5760,11936,0.997080
5760,6394,0.997054
5760,8886,0.996344
5760,7610,0.995638
5760,8939,0.995575
5760,6924,0.995453
5760,11213,0.995087
5760,9959,0.994628
5760,7673,0.994141
5760,6427,0.993968
5760,10340,0.993825
5760,8807,0.993109
5760,7720,0.992640
8187,8311,0.997810
8187,9822,0.995610
8187,12333,0.992727
8187,12420,0.992581
8187,8544,0.990782
8187,11206,0.990148
8187,20386,0.987218
8187,13768,0.981529
8187,11323,0.981495
8187,11254,0.981433
8187,21609,0.980196
8187,8514,0.979798
8187,8313,0.974216
8187,9274,0.973014
8187,8887,0.972306
8187,8502,0.971825
8187,9902,0.970648
8187,18814,0.964209
8187,13678,0.953463
8187,9626,0.953381
7968,7997,0.992578
6257,9645,1.000000
6257,15115,1.000000
6257,8348,0.999802
6257,7775,0.999767
6257,16553,0.999630
6257,7328,0.999624
6257,7156,0.999229
6257,10992,0.998835
6257,8807,0.998588
6257,10246,0.998531
6257,13678,0.998404
6257,8542,0.998255
6257,11213,0.998115
6257,10201,0.998072
6257,6843,0.998001
6257,13768,0.997940
6257,9299,0.997923
6257,9425,0.996476
6257,12333,0.996433
6257,11722,0.994362
1122,5097,0.998724
1122,14972,0.997929
1122,9751,0.997816
1122,11133,0.997096
1122,7576,0.994937
1122,2800,0.994565
1122,13543,0.994084
1122,9188,0.993559
1122,2826,0.992694
1122,12333,0.992543
1122,2389,0.992201
1122,3917,0.991660
1122,11982,0.991059
1122,10570,0.991008
1122,11207,0.990148
1122,6176,0.990089
1122,12046,0.989967
1122,5750,0.988116
1122,7944,0.988064
1122,11771,0.987658
7647,9188,1.000000
7647,18245,0.999703
7647,12546,0.998478
7647,11785,0.998478
7647,15293,0.998264
7647,15699,0.998160
7647,8542,0.998074
7647,9324,0.997995
7647,13575,0.997861
7647,11618,0.997810
7647,10322,0.996669
7647,13783,0.996639
7647,18457,0.996234
7647,13922,0.995976
7647,7843,0.995202
7647,12626,0.994658
7647,9169,0.994641
7647,13778,0.994356
7647,9626,0.993311
7647,11018,0.993167
6738,7843,1.000000
6738,7673,1.000000
6738,10392,0.990867
6738,9586,0.981288
6738,10284,0.975991
7819,8807,0.970143
7819,8041,0.968106
7819,9626,0.966184
4198,10043,0.997334
4198,11070,0.994334
4198,13875,0.991152
4198,4907,0.989967
4198,4960,0.988213
4198,5690,0.985057
4198,4877,0.984127
4198,7739,0.981495
4198,4870,0.980531
4198,5254,0.977692
4198,4880,0.977040
4198,4371,0.975504
4198,5263,0.975107
4198,4947,0.975013
4198,9751,0.974434
4198,5038,0.974060
4198,4590,0.970495
4198,12017,0.967503
4198,5067,0.965200
4198,7199,0.964500
1969,7328,1.000000
1969,3978,0.998813
1969,2475,0.998269
1969,2762,0.998115
1969,13260,0.998074
1969,6948,0.997873
1969,3500,0.997551
1969,5116,0.997417
1969,7733,0.997340
1969,5436,0.996855
1969,4889,0.996710
1969,3941,0.996636
1969,4948,0.996289
1969,12782,0.995670
1969,3306,0.995632
1969,3112,0.995423
1969,11922,0.995146
1969,3983,0.994432
1969,6766,0.993833
1969,5992,0.993734
3892,15778,1.000000
3892,15034,0.998943
3892,11936,0.998929
3892,4113,0.998866
3892,15300,0.998826
3892,12664,0.998594
3892,11337,0.998531
3892,6519,0.998524
3892,4491,0.998270
3892,16049,0.998110
3892,9108,0.998028
3892,6842,0.997785
3892,9299,0.997630
3892,10093,0.997410
3892,4948,0.997308
3892,10294,0.997298
3892,13728,0.997257
3892,4696,0.996904
3892,16165,0.996531
3892,10174,0.996478
9254,9667,0.641533
18067,18532,0.996205
18067,20331,0.992159
18067,18082,0.988835
18067,21909,0.986938
18067,19052,0.978200
1847,9503,1.000000
1847,11692,1.000000
1847,13925,1.000000
1847,5690,0.999271
1847,6870,0.998826
1847,9070,0.998826
1847,2371,0.998740
1847,13477,0.998736
1847,15010,0.998733
1847,10039,0.998476
1847,10360,0.998473
1847,15171,0.998444
1847,7706,0.998404
1847,11922,0.998404
1847,7201,0.998404
1847,12838,0.998393
1847,9068,0.998310
1847,17199,0.998255
1847,12513,0.998232
1847,6618,0.998160
4549,4948,1.000000
4549,5473,0.999802
4549,5773,0.998045
4549,9265,0.997940
4549,8887,0.997876
4549,4764,0.997683
4549,5362,0.997509
4549,10979,0.997217
4549,8233,0.996879
4549,4698,0.996531
4549,12244,0.996479
4549,15137,0.996433
4549,16553,0.996187
4549,11133,0.996116
4549,12921,0.995922
4549,7959,0.995643
4549,12340,0.995567
4549,10083,0.994685
4549,9188,0.994536
4549,5799,0.994503
13545,13725,0.996024
13545,13658,0.976501
13545,15911,0.975739
13545,24704,0.971797
13545,13728,0.968640
13545,14931,0.966092
13545,14687,0.952786
13545,13575,0.940855
13545,14827,0.910436
13545,13925,0.895276
13545,15699,0.890264
13545,15614,0.874957
13545,15417,0.795046
5595,8187,1.000000
5595,18178,1.000000
5595,13260,0.999283
5595,7775,0.998361
5595,12340,0.997164
5595,8017,0.996442
5595,7053,0.996318
5595,6884,0.995037
5595,6318,0.994937
5595,13228,0.993833
5595,7303,0.993655
5595,7647,0.992191
5595,15324,0.990881
5595,7576,0.990598
5595,13220,0.990375
5595,8886,0.989592
5595,8010,0.988287
5595,6012,0.986928
5595,8353,0.986412
5595,8313,0.985513
3229,23398,1.000000
3229,14944,0.999767
3229,19245,0.999738
3229,16091,0.999726
3229,10174,0.999568
3229,10133,0.999504
3229,13110,0.999148
3229,8353,0.998954
3229,3828,0.998691
3229,7204,0.997869
3229,10084,0.997683
3229,13728,0.997669
3229,11842,0.997530
3229,13925,0.997530
3229,11003,0.997422
3229,12512,0.996433
3229,11722,0.996403
3229,20813,0.996167
3229,6061,0.996104
3229,12392,0.996104
4181,5974,1.000000
4181,9274,0.998768
4181,11771,0.998586
4181,15681,0.996885
4181,4647,0.996787
4181,5551,0.996528
4181,6924,0.995932
4181,5954,0.994937
4181,4481,0.993761
4181,6590,0.992720
4181,4889,0.992688
4181,13543,0.992473
4181,6843,0.992249
4181,9558,0.991140
4181,15679,0.988495
4181,5810,0.984681
4181,5992,0.984402
4181,4281,0.984309
4181,6054,0.983442
4181,5067,0.983056
5679,10340,1.000000
5679,9548,0.999229
5679,6094,0.998819
5679,9425,0.994850
5679,5810,0.994642
5679,6997,0.994396
5679,7199,0.994135
5679,9265,0.993862
5679,11899,0.993731
5679,11206,0.993537
5679,12591,0.992592
5679,9840,0.990069
5679,7003,0.989949
5679,19000,0.989557
5679,11213,0.988579
5679,7156,0.987763
5679,6041,0.987034
5679,7095,0.986680
5679,8108,0.986306
5679,12017,0.985527
3486,9503,1.000000
3486,4699,0.999974
3486,10093,0.999420
3486,6417,0.999420
3486,4372,0.999055
3486,3659,0.998878
3486,11692,0.998835
3486,5803,0.998780
3486,7610,0.998757
3486,4987,0.998404
3486,20023,0.998321
3486,4696,0.998319
3486,12626,0.998209
3486,16220,0.997940
3486,6763,0.997925
3486,9548,0.997540
3486,9862,0.997457
3486,5048,0.997457
3486,12391,0.997096
3486,9795,0.997092
2696,17038,1.000000
2696,13894,0.998954
2696,10447,0.998948
2696,14944,0.998309
2696,12170,0.998160
2696,14850,0.997816
2696,8926,0.997639
2696,20331,0.997450
2696,8939,0.997446
2696,18532,0.997164
2696,8421,0.997091
2696,20034,0.996275
2696,10916,0.996167
2696,13237,0.995672
2696,3898,0.995591
2696,10246,0.995169
2696,8938,0.995144
2696,18832,0.994856
2696,6267,0.994793
2696,7833,0.994372
1072,18457,1.000000
1072,14368,1.000000
1072,13494,0.999949
1072,7352,0.999179
1072,7944,0.998970
1072,16545,0.998631
1072,2368,0.998631
1072,11243,0.998294
1072,18224,0.998234
1072,13925,0.998160
1072,9993,0.998127
1072,20023,0.998127
1072,16275,0.998033
1072,19251,0.997793
1072,11501,0.997551
1072,4997,0.997443
1072,10836,0.997440
1072,11360,0.997241
1072,9042,0.997241
1072,15192,0.997241
1932,2130,1.000000
1932,5471,1.000000
1932,3228,1.000000
1932,16289,0.999958
1932,15590,0.998731
1932,18071,0.998632
1932,15496,0.998432
1932,8421,0.998310
1932,11202,0.998288
1932,10633,0.998280
1932,18743,0.998165
1932,23398,0.998127
1932,11501,0.998072
1932,10836,0.998045
1932,13494,0.997940
1932,14186,0.997940
1932,9110,0.997933
1932,10979,0.997828
1932,17038,0.997777
1932,10393,0.997766
11512,17050,0.924952
11512,11902,0.839815
6766,9840,0.998115
6766,20602,0.997880
6766,7303,0.997722
6766,12380,0.997669
6766,7180,0.997509
6766,14791,0.997375
6766,12763,0.996132
6766,11875,0.996116
6766,13575,0.995586
6766,8939,0.995350
6766,15681,0.995101
6766,7890,0.993908
6766,7352,0.993833
6766,6813,0.993333
6766,16049,0.992565
6766,9548,0.992436
6766,9117,0.991314
6766,13678,0.990476
6766,9217,0.988685
6766,7223,0.988413
817,3719,1.000000
817,918,0.999896
817,7997,0.999896
817,3407,0.998954
817,4120,0.998813
817,1603,0.998675
817,7486,0.998632
817,7813,0.998424
817,7567,0.998359
817,7549,0.998353
817,5923,0.998115
817,15034,0.998028
817,9795,0.997973
817,11071,0.997952
817,7199,0.997940
817,14972,0.997923
817,10242,0.997871
817,16091,0.997869
817,8313,0.997675
817,9839,0.997551
2603,9299,1.000000
2603,19251,0.999817
2603,8128,0.999635
2603,11622,0.999484
2603,21691,0.999078
2603,15557,0.998971
2603,14397,0.998796
2603,3898,0.998635
2603,16275,0.998570
2603,15948,0.998341
2603,5124,0.997909
2603,14845,0.997787
2603,19245,0.997758
2603,10093,0.997509
2603,10152,0.997446
2603,8887,0.997417
2603,15496,0.997417
2603,18532,0.997308
2603,6061,0.997195
2603,13995,0.997081
10294,10360,1.000000
10294,11314,0.999630
10294,13477,0.998314
10294,13825,0.997940
10294,15496,0.997417
10294,10369,0.997160
10294,13922,0.995305
10294,12393,0.994832
10294,11049,0.993266
10294,11474,0.992915
10294,14791,0.991837
10294,10322,0.991701
10294,13728,0.990375
10294,11071,0.989972
10294,10392,0.989794
10294,14931,0.989769
10294,12380,0.988997
10294,11807,0.988985
10294,12392,0.988672
10294,12391,0.987347
17680,19245,0.998028
5553,5760,0.998733
5553,5683,0.997070
5553,6181,0.992807
5553,6101,0.992537
5553,5848,0.990499
5553,7364,0.990148
5553,5640,0.989999
5553,7647,0.989999
5553,6948,0.989755
5553,6813,0.989251
5553,5730,0.989002
5553,6705,0.988476
5553,6434,0.988471
5553,13081,0.988091
5553,6041,0.986578
5553,6439,0.984842
5553,10053,0.984205
5553,12333,0.983078
5553,5992,0.982692
5553,5810,0.981327
2326,3947,0.999949
2326,10426,0.998927
2326,3834,0.998742
2326,11911,0.998361
2326,6101,0.998347
2326,14730,0.997973
2326,19000,0.997869
2326,4130,0.997657
2326,9425,0.997639
2326,14368,0.997569
2326,3804,0.997324
2326,7201,0.997039
2326,4382,0.996846
2326,12350,0.996273
2326,16553,0.995893
2326,2649,0.995037
2326,3291,0.994956
2326,4308,0.994162
2326,3639,0.993848
2326,4929,0.993602
14631,14944,0.987024
14631,15300,0.982594
14631,16540,0.981780
9265,10340,0.998422
9265,19000,0.997940
9265,10232,0.997904
9265,11023,0.997685
9265,15557,0.996885
9265,13922,0.994314
9265,9558,0.992906
9265,15614,0.992593
9265,14368,0.992543
9265,13728,0.991097
9265,13925,0.990101
9265,12350,0.989847
9265,16091,0.989050
9265,11207,0.987663
9265,14529,0.987658
9265,19245,0.987249
9265,9970,0.987164
9265,12753,0.985991
9265,12352,0.985829
9265,16049,0.985318
2707,8544,1.000000
2707,6142,1.000000
2707,10093,0.999904
2707,19245,0.999813
2707,8233,0.999568
2707,10246,0.998932
2707,19052,0.998631
2707,6041,0.998230
2707,14931,0.998115
2707,14972,0.998008
2707,11243,0.997973
2707,11188,0.997949
2707,4729,0.997901
2707,15778,0.997714
2707,7893,0.997685
2707,7670,0.997509
2707,7813,0.997375
2707,8939,0.997343
2707,13477,0.997308
2707,21757,0.997164
4399,6365,1.000000
4399,5790,1.000000
4399,11812,1.000000
4399,12350,0.999703
4399,6257,0.999552
4399,10340,0.998531
4399,6001,0.998404
4399,5486,0.998094
4399,13925,0.997810
4399,11722,0.997540
4399,9626,0.996714
4399,14931,0.995411
4399,9187,0.995128
4399,13922,0.995018
4399,7775,0.994614
4399,19000,0.993266
4399,4491,0.993127
4399,9068,0.992689
4399,7038,0.992268
4399,4960,0.991487
8004,9920,0.976867
2396,12391,1.000000
2396,13543,0.998927
2396,6347,0.998855
2396,7090,0.998741
2396,10581,0.998631
2396,10611,0.998589
2396,9324,0.998531
2396,13110,0.998531
2396,4411,0.998409
2396,3801,0.998255
2396,6763,0.998072
2396,8938,0.997952
2396,9645,0.997940
2396,10242,0.997923
2396,7997,0.997869
2396,4491,0.997793
2396,3579,0.997662
2396,3843,0.997352
2396,8886,0.997091
2396,10501,0.996718
11507,13707,0.994937
11507,15417,0.953105
11507,11543,0.944656
11507,13072,0.937338
11507,13678,0.838206
11507,13545,0.801486
1630,12782,1.000000
1630,10284,0.998891
1630,2682,0.998651
1630,1648,0.998602
1630,2054,0.998404
1630,3972,0.998115
1630,17476,0.998028
1630,11188,0.997940
1630,4590,0.997940
1630,6618,0.997530
1630,6590,0.997054
1630,4424,0.997054
1630,3683,0.996771
1630,6347,0.996566
1630,9920,0.996277
1630,7576,0.995881
1630,7156,0.995712
1630,9696,0.995579
1630,3249,0.995268
1630,11869,0.995179
19245,21727,0.859693
857,8128,1.000000
857,8233,1.000000
857,8152,0.998981
857,12026,0.998882
857,13894,0.998605
857,11993,0.998404
857,14791,0.998319
857,15034,0.998255
857,4372,0.997965
857,5265,0.997923
857,10152,0.997788
857,11071,0.997706
857,13477,0.997669
857,7846,0.997487
857,14730,0.997457
857,15943,0.997375
857,19000,0.997248
857,11512,0.997137
857,6997,0.997080
857,9525,0.996624
8749,15699,1.000000
8749,11936,0.998994
8749,9726,0.996669
8749,10242,0.995383
8749,9217,0.995350
8749,18963,0.993833
8749,9169,0.993266
8749,9558,0.993191
8749,10232,0.992062
8749,18532,0.989541
8749,16049,0.988476
8749,15557,0.988476
8749,9548,0.987909
8749,10495,0.984848
8749,10124,0.984739
8749,9200,0.984732
8749,10284,0.984127
8749,13728,0.982313
8749,9147,0.979929
8749,11070,0.979199
3088,23823,1.000000
3088,14595,1.000000
3088,13336,1.000000
3088,5466,1.000000
3088,15496,1.000000
3088,4947,0.999280
3088,13871,0.999257
3088,12430,0.999040
3088,9068,0.998889
3088,4089,0.998782
3088,9711,0.998611
3088,14124,0.998605
3088,20532,0.998531
3088,14476,0.998392
3088,12350,0.998176
3088,23811,0.998139
3088,6061,0.998121
3088,9713,0.998115
3088,13074,0.998028
3088,20331,0.997890
4540,4608,0.998582
4540,6041,0.998404
4540,5282,0.996541
4540,6163,0.996234
4540,6542,0.995196
4540,6337,0.994937
4540,7225,0.993848
4540,9871,0.993505
4540,14233,0.992278
4540,6618,0.992278
4540,5272,0.992232
4540,6662,0.991293
4540,5302,0.989155
4540,9507,0.988516
4540,5803,0.984937
4540,10124,0.984327
4540,12133,0.983324
4540,11899,0.983137
4540,9188,0.983137
4540,10043,0.982136
5145,5992,0.998845
5145,5683,0.997534
5145,7328,0.994240
5145,6439,0.991407
5145,6700,0.991152
5145,6843,0.990553
5145,6434,0.987899
5145,9862,0.986501
5145,8886,0.984779
5145,6231,0.983409
5145,7038,0.977604
5145,6445,0.973554
5145,6054,0.971073
5145,5810,0.969697
5145,5586,0.966961
5145,7364,0.966375
5145,6705,0.964677
5145,6427,0.962967
5145,5606,0.951005
5145,6267,0.939789
996,8926,1.000000
996,22593,1.000000
996,6831,0.999896
996,13240,0.999796
996,21332,0.999575
996,16136,0.999345
996,17695,0.999280
996,3941,0.999229
996,22905,0.999229
996,14397,0.998815
996,11501,0.998736
996,14146,0.998524
996,14758,0.998443
996,15293,0.998424
996,13995,0.998404
996,12184,0.998309
996,23702,0.998291
996,18832,0.998249
996,10192,0.998210
996,22996,0.998073
3500,6205,1.000000
3500,13658,0.999958
3500,4908,0.999862
3500,13543,0.999851
3500,3823,0.998980
3500,11842,0.998556
3500,7786,0.998353
3500,18847,0.998315
3500,12350,0.998243
3500,5963,0.998028
3500,5027,0.997973
3500,6417,0.997964
3500,9147,0.997940
3500,11922,0.997933
3500,11188,0.997657
3500,14791,0.997609
3500,18276,0.997551
3500,7095,0.997481
3500,7066,0.997347
3500,21122,0.997323
11902,17119,0.997717
11902,16289,0.959998
11902,17050,0.954962
11902,24259,0.908007
6625,9726,1.000000
6625,7944,0.998274
6625,15681,0.996321
6625,9299,0.995358
6625,13827,0.995022
6625,13072,0.994057
6625,6969,0.991933
6625,7153,0.991389
6625,7753,0.991342
6625,8348,0.990951
6625,7095,0.990526
6625,9755,0.990375
6625,7576,0.988571
6625,8819,0.986062
6625,8187,0.986025
6625,10340,0.985968
6625,7709,0.985653
6625,11911,0.985184
6625,8157,0.985056
6625,8756,0.984657
666,3868,1.000000
666,6131,1.000000
666,10154,0.999811
666,3291,0.999800
666,4411,0.999610
666,6441,0.998021
666,8010,0.997940
666,3854,0.997880
666,3145,0.997816
666,1960,0.996273
666,3777,0.996067
666,13081,0.994791
666,955,0.994536
666,4401,0.994363
666,2130,0.994135
666,5486,0.994073
666,10369,0.993726
666,7365,0.992278
666,6842,0.991748
666,5436,0.990337
7586,11588,0.998297
7586,8108,0.987878
6384,9666,0.999836
6384,13577,0.999378
6384,13494,0.998638
6384,13545,0.998315
6384,8410,0.997241
6384,8353,0.996802
6384,7739,0.996478
6384,7507,0.995898
6384,8017,0.995797
6384,7923,0.995022
6384,11588,0.994557
6384,8807,0.993519
6384,7073,0.992155
6384,6608,0.991177
6384,13678,0.990725
6384,9822,0.990148
6384,11206,0.989472
6384,7422,0.989066
6384,6566,0.988906
6384,7733,0.988518
12512,16540,0.998353
12512,17201,0.998073
12512,14944,0.997775
12512,15293,0.994477
12512,14631,0.992902
12512,20023,0.992564
12512,13110,0.992307
12512,16791,0.991394
12512,12541,0.990927
12512,12763,0.990867
12512,13046,0.988076
12512,12626,0.986054
12512,12513,0.985646
12512,14500,0.985152
12512,19245,0.985022
12512,13658,0.983078
12512,22252,0.960285
12512,12664,0.959688
12512,16373,0.956468
12512,15300,0.952956
918,1431,0.985152
918,2463,0.981209
918,3024,0.974020
918,2757,0.969628
918,3039,0.968524
918,1610,0.963027
918,4308,0.962163
918,7038,0.944327
918,3644,0.944327
918,3015,0.944327
918,1812,0.930597
918,4007,0.929315
6700,13316,1.000000
6700,9188,0.998232
6700,10242,0.997973
6700,12133,0.997861
6700,15195,0.997844
6700,10232,0.997782
6700,10053,0.997779
